ACTIVITY DATE,BUSINESS UNIT,VOLUME - HANDLED,TOTAL TIME - AHT (sec),AHT CALC,Sum of PRODUCTIVE TIME - ACTUAL (hrs),Sum of PRODUCTIVE TIME - SCHEDULED (hrs),Conformance CALC,Attrition,EOM Headcount,Attrition % CALC,System Outage (hrs),Unplanned out,Shrinkage,Regular Scheduled Time (no OT),Unplanned out % CALC,Shrinkage % CALC
6/24/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,3.433333333,57.31666667,236.9166667,709.5,8%,33%
6/24/2019,WISE,8605,4680560,543.9349216,1626.067222,1711.25,0.950221898,0,0,,0,199.0833333,721.8333333,2676,7%,27%
6/25/2019,Client Transactions,2355,716831,304.3868365,186.8311111,224.5833334,0.831901051,0,0,,0,9,127.4166667,352,3%,36%
6/25/2019,Participant Transactions,2262,1146490,506.8479222,280.0083333,309.5833334,0.904468371,0,0,,0,10,169.25,505.5,2%,33%
6/25/2019,RAM,1868,2121939,1135.941649,565.8425,584.25,0.968493795,0,0,,0,79.75,261.25,864,9%,30%
6/25/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,87.75,242,0%,36%
6/25/2019,RIS,2146,1244680,580,383.1188889,401,0.955408701,0,0,,0,12.25,307.75,904,1%,34%
6/25/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,64,313.5833333,708.5,9%,44%
6/25/2019,WISE,7036,3979721,565.6226549,1170.930556,1247.416667,0.938684392,0,0,,0,52.75,873.5,2673.666667,2%,33%
6/26/2019,Client Transactions,2691,912801,339.2051282,222.1477778,253.25,0.877187671,0,0,,0,10,98.75,352,3%,28%
6/26/2019,Participant Transactions,2086,1177822,564.6318313,288.2763889,309.0833333,0.932681765,0,0,,0,14.83333333,181.25,515,3%,35%
6/26/2019,RAM,1447,1697052,1172.807187,561.6975,587.8333334,0.955538701,0,0,,0,55.66666667,245.4166667,862,6%,28%
6/26/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,2.75,82.25,230,1%,36%
6/26/2019,RIS,1915,1137510,594,368.7277778,390.9166666,0.943238826,0,0,,0.333333333,17,314.5833333,904,2%,35%
6/26/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,50,292.75,694,7%,42%
6/26/2019,WISE,6535,3594210,549.9938791,1024.126111,1103.5,0.928070785,0,0,,0.333333333,112.9166667,938.0833333,2652.666667,4%,35%
6/27/2019,Client Transactions,2149,895923,416.9022801,225.1863889,272.4166667,0.82662486,0,0,,0,8,79.58333333,352,2%,23%
6/27/2019,Participant Transactions,2255,1113269,493.6891353,268.0030556,309.0833333,0.867089961,0,0,,0,18.5,171.4166667,520,4%,33%
6/27/2019,RAM,1616,1938925,1199.829827,524.9194445,541.25,0.969828073,0,0,,0,10,296.5,880,1%,34%
6/27/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,5,62.75,161,3%,39%
6/27/2019,RIS,1944,1201392,618,493.6988889,497.1666666,0.993024919,0,0,,0.283333333,31.05,276.3333333,855,4%,32%
6/27/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.9,18.25,272.4833333,616,3%,44%
6/27/2019,WISE,6290,3456522,549.5265501,999.9697222,1049.016667,0.953244838,0,0,,2.566666667,85.16666667,977.3166667,2748.8,3%,36%
6/28/2019,Client Transactions,3675,1109091,301.7934694,239.4586111,280.1666666,0.854700575,0,0,,0,8.5,89.83333333,370,2%,24%
6/28/2019,Participant Transactions,2726,1350021,495.2388114,276.9152778,305.6666666,0.90593875,0,0,,0,3.5,156,507.5,1%,31%
6/28/2019,RAM,1634,1957632,1198.0612,466.2947222,487.25,0.95699276,0,0,,0,48,198.5,728,7%,27%
6/28/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,5.5,68.58333333,161.5,3%,42%
6/28/2019,RIS,1908,1135260,595,457.4541667,468.5,0.976422981,0,0,,2.75,72.25,320.5,855,8%,37%
6/28/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,33.5,271.1666667,616.5,5%,44%
6/28/2019,WISE,6664,3799190,570.1065426,919.2936111,959.9999999,0.957597512,0,0,,3.333333333,102.8333333,778.3333333,2457,4%,32%
6/29/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/29/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,2,43,0.046511628,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,2,55,0.036363636,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,2,90,0.022222222,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,2,19,0.105263158,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,2,105,0.019047619,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,2,0,,0,0,0,0,#DIV/0!,#DIV/0!
6/30/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,2,306,0.006535948,0,0,0,0,#DIV/0!,#DIV/0!
7/1/2019,Client Transactions,2838,776501,273.6085271,194.2575,240.1666667,0.808844552,0,0,,0,19,101.8333333,344,6%,30%
7/1/2019,Participant Transactions,3346,1517480,453.5206216,299.9652778,369.75,0.811265119,0,0,,0,29.5,109,496,6%,22%
7/1/2019,RAM,2560,2592624,1012.74375,543.0694445,556.9999999,0.974990026,0,0,,0,39.5,133.1333333,728,5%,18%
7/1/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,11.25,51.5,160,7%,32%
7/1/2019,RIS,2923,1739185,595,548.4719444,559.6499999,0.980026703,0,0,,2.35,101.1666667,243.35,848.2333333,12%,29%
7/1/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,49.5,192.3333333,601.5,8%,32%
7/1/2019,WISE,9439,5555674,588.5871385,1699.036667,1789.066667,0.949677672,0,0,,3.433333333,192.0833333,579.4333333,2455.25,8%,24%
7/2/2019,Client Transactions,2045,756701,370.0249389,203.7488889,239.75,0.849838953,0,0,,0,16,99.75,344,5%,29%
7/2/2019,Participant Transactions,2654,1280303,482.405049,261.6783333,307.75,0.850295153,0,0,,0,17.75,149.5,493.5,4%,30%
7/2/2019,RAM,2066,2133354,1032.601162,475.3891667,495.9166667,0.958606957,0,0,,0,34,197.0833333,728,5%,27%
7/2/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,8.833333333,61.33333333,160,6%,38%
7/2/2019,RIS,2253,1376583,611,484.4180556,488.4166666,0.991813115,0,0,,0,42.41666667,277.8333333,848,5%,33%
7/2/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,20.75,258.25,600,3%,43%
7/2/2019,WISE,7609,4293814,564.3072677,1506.996111,1607.916667,0.937235208,0,0,,0.75,94.75,622.6666667,2449.75,4%,25%
7/3/2019,Client Transactions,2403,869499,361.8389513,222.5258333,260.25,0.85504643,0,0,,0,21,95,361,6%,26%
7/3/2019,Participant Transactions,1850,1023826,553.4194595,261.1005556,309.8333333,0.842712928,0,0,,0,32.91666667,159,495,7%,32%
7/3/2019,RAM,1485,1493166,1005.49899,473.0469445,490.1833334,0.965040858,0,0,,0,31.25,196.8166667,727.5,4%,27%
7/3/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.266666667,4.5,40.51666667,120,4%,34%
7/3/2019,RIS,1809,1089018,602,379.7280556,386.0833334,0.983539103,0,0,,1,24.66666667,186.4166667,630,4%,30%
7/3/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,4.583333333,10.25,199.3333333,457.5,2%,44%
7/3/2019,WISE,5811,3221866,554.4426088,1036.645833,1089.5,0.951487686,0,0,,0.5,86.58333333,647.25,2397,4%,27%
7/4/2019,Client Transactions,223,0,0,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,Participant Transactions,55,0,0,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,RAM,3,0,0,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/4/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/5/2019,Client Transactions,2331,717685,307.8871729,188.9438889,205.1666666,0.920928784,0,0,,0,25.5,137.3333333,344,7%,40%
7/5/2019,Participant Transactions,2246,1208177,537.9238646,264.3019445,285.3333334,0.926291861,0,0,,0,74,198.6666667,489.5,15%,41%
7/5/2019,RAM,2075,1937453,933.7122892,409.5019445,422.25,0.969809223,0,0,,0,66.5,246.75,720,9%,34%
7/5/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,8,89.25,160,5%,56%
7/5/2019,RIS,2169,1305738,602,413.2686111,420.1666666,0.983582573,0,0,,0,84.83333333,356.8333333,849,10%,42%
7/5/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,108.8333333,355.25,576,19%,62%
7/5/2019,WISE,6444,3712010,576.0412787,1309.486389,1372.180278,0.954310749,0,0,,0,435.6666667,917.9,2406.916667,18%,38%
7/6/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/6/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/7/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/8/2019,Client Transactions,2647,848411,320.5179448,219.7988889,259.0833334,0.848371395,0,0,,0,16.5,84.91666667,344,5%,25%
7/8/2019,Participant Transactions,2887,1574075,545.228611,319.0527778,357.9166667,0.891416376,0,0,,0,50.25,127,487.4166667,10%,26%
7/8/2019,RAM,2176,2275485,1045.71921,457.5711111,465.5,0.982966941,0,0,,0,54.75,222.75,722,8%,31%
7/8/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,26.75,80.58333333,163.5,16%,49%
7/8/2019,RIS,2887,1798601,623,512.8911111,513.1666666,0.999463029,0,0,,0,64,201.0833333,850,8%,24%
7/8/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,2,64.33333333,199.75,590.5,11%,34%
7/8/2019,WISE,9873,5628581,570.098349,1815.049444,1940,0.935592497,0,0,,0,235.25,656.0833333,2468.5,10%,27%
7/9/2019,Client Transactions,2390,792366,331.5338912,210.3125,229.5833334,0.916061706,0,0,,0,16.91666667,114.4166667,344,5%,33%
7/9/2019,Participant Transactions,2476,1279039,516.5747173,222.9672222,242.0833334,0.921034997,0,0,,0,14,150.8333333,478.5,3%,32%
7/9/2019,RAM,1816,1815364,999.6497797,399.1819445,417.3333333,0.956506257,0,0,,0,62.16666667,237.9166667,720,9%,33%
7/9/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,8,67.25,163,5%,41%
7/9/2019,RIS,2824,1793240,635,496.9311111,502.5,0.988917634,0,0,,0,56.5,218.25,849.5,7%,26%
7/9/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,41,212.25,588,7%,36%
7/9/2019,WISE,7790,4368809,560.8227214,1468.823889,1550.1,0.947567182,0,0,,0,112.6666667,715.9833333,2441.5,5%,29%
7/10/2019,Client Transactions,2006,839357,418.4232303,220.1291667,256.0833333,0.85959974,0,0,,0,4.75,87.91666667,344,1%,26%
7/10/2019,Participant Transactions,2390,1227838,513.739749,289.4025,333.5,0.867773613,0,0,,0,21.5,135.6666667,483.5,4%,28%
7/10/2019,RAM,1715,1735599,1012.011079,307.2738889,314.75,0.976247463,0,0,,0,31,242.6666667,685.75,5%,35%
7/10/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0.75,54.75,151,0%,36%
7/10/2019,RIS,2673,1625184,608,418.6611111,419.1666666,0.998793903,0,0,,0,70.78333333,274.2833333,849,8%,32%
7/10/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,35.41666667,207.1666667,574,6%,36%
7/10/2019,WISE,7245,4180280,576.9882678,1296.522222,1373.833333,0.94372599,0,0,,0,106.9166667,735.8333333,2416.666667,4%,30%
7/11/2019,Client Transactions,1959,888016,453.3006636,225.6402778,258.25,0.873728084,0,0,,0,9.5,85.75,344,3%,25%
7/11/2019,Participant Transactions,2440,1208193,495.1610656,252.7394444,264.3466667,0.956090908,0,0,,0,42,167.4,484,9%,35%
7/11/2019,RAM,1902,1821738,957.8012618,372.3930556,392.0000001,0.949982284,0,0,,0,18,247.05,680,3%,36%
7/11/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,1.5,69.58333333,161,1%,43%
7/11/2019,RIS,2488,1562464,628,370.9977778,391,0.948843421,0,0,,0.5,30.5,266,847.5,4%,31%
7/11/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,17,190.0833333,585,3%,32%
7/11/2019,WISE,6730,3668978,545.1676077,1476.051111,1545,0.955372888,0,0,,0,38,653.75,2424.416667,2%,27%
7/12/2019,Client Transactions,2762,812320,294.1057205,207.2858333,246.3333334,0.841485115,0,0,,0,1,89.66666667,336,0%,27%
7/12/2019,Participant Transactions,2517,1134777,450.8450536,234.8122222,267.75,0.876983089,0,0,,0,27,158.75,480,6%,33%
7/12/2019,RAM,2441,1859384,761.7304383,365.9361111,379.0833333,0.965318385,0,0,,0,46.91666667,255.6666667,679.75,7%,38%
7/12/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,15.5,88.08333333,161.5,10%,55%
7/12/2019,RIS,2621,1593568,608,427.3075,438.7499999,0.973920228,0,0,,0,52.91666667,257.1666667,851,6%,30%
7/12/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,7.5,42.25,230.0833333,585.5,7%,39%
7/12/2019,WISE,7335,4217523,574.9860941,1438.814722,1526.261667,0.942705143,0,0,,0.5,151.0833333,787.15,2400.25,6%,33%
7/13/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/13/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/14/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/15/2019,Client Transactions,3294,824754,250.3806922,100.0980556,123.1666667,0.812704105,0,0,,0,18,96.66666667,336,5%,29%
7/15/2019,Participant Transactions,3831,1626424,424.5429392,371.5922222,390.75,0.950971778,0,0,,0,1.25,95.25,487.5,0%,20%
7/15/2019,RAM,2469,2240664,907.5188335,371.3988889,419,0.88639353,0,0,,0,18,218,689.75,3%,32%
7/15/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,1.833333333,43.41666667,155.5,1%,28%
7/15/2019,RIS,3195,1984095,621,615.1130556,630.25,0.975982635,0,0,,0,43.66666667,165.25,810.5,5%,20%
7/15/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,35.66666667,194.3333333,630.5,6%,31%
7/15/2019,WISE,9844,5590525,567.911926,1903.491389,2050.254167,0.928417276,0,0,,0,211.5833333,532.5,2422.5,9%,22%
7/16/2019,Client Transactions,2616,713586,272.7775229,171.6916667,198.4166667,0.865308694,0,0,,0,23.5,131.4166667,336,7%,39%
7/16/2019,Participant Transactions,2414,1267326,524.990058,228.9033333,244.6666667,0.935572207,0,0,,0,4.5,139.5833333,484,1%,29%
7/16/2019,RAM,1998,2005087,1003.547047,377.8558334,403,0.937607527,0,0,,0,24,257.25,680,4%,38%
7/16/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,10.83333333,61.41666667,155,7%,40%
7/16/2019,RIS,2647,1572318,594,447.6697222,442.8333333,1.010921465,0,0,,0,59.5,225,810,7%,28%
7/16/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,1.216666667,71,249.3,630.25,11%,40%
7/16/2019,WISE,8315,4631565,557.0132291,1623.103611,1701.583333,0.953878414,0,0,,0,91.91666667,652.6666667,2408,4%,27%
7/17/2019,Client Transactions,2558,801438,313.3064894,194.155,244.8333334,0.793008849,0,0,,0,15,91.16666667,336,4%,27%
7/17/2019,Participant Transactions,2262,1225725,541.8766578,245.4333333,271.75,0.90315854,0,0,,0,14.5,151.5,492,3%,31%
7/17/2019,RAM,1778,1591681,895.2086614,350.9377778,378,0.928406819,0,0,,0,45,281.25,678,7%,41%
7/17/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,15.5,55.5,143.5,11%,39%
7/17/2019,RIS,2261,1345295,595,421.9777778,405.8333333,1.039780972,0,0,,0,51.5,261.5,808.5,6%,32%
7/17/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,8.25,44.5,253.75,617,7%,41%
7/17/2019,WISE,7741,4293154,554.5994058,1570.367778,1654.5,0.949149458,0,0,,0,69.66666667,594.0833333,2371.833333,3%,25%
7/18/2019,Client Transactions,2596,770874,296.9468413,201.885,247.4166666,0.815971708,0,0,,0,3,88.58333333,336,1%,26%
7/18/2019,Participant Transactions,2320,1176478,507.1025862,291.6383333,318.25,0.916381252,0,0,,0,34.5,165.75,540.5,6%,31%
7/18/2019,RAM,1869,1867898,999.4103799,300.9233334,311,0.967599143,0,0,,0,34.25,280.5,672,5%,42%
7/18/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,44.58333333,153,0%,29%
7/18/2019,RIS,2327,1419470,610,446.7930556,439.0833333,1.017558677,0,0,,0,63.5,262.25,799.5,8%,33%
7/18/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,48.5,253.3333333,626,8%,40%
7/18/2019,WISE,7744,4378715,565.4332386,1552.887222,1623.75,0.956358566,0,0,,0,59.5,616.4166667,2381,2%,26%
7/19/2019,Client Transactions,2578,694444,269.3731575,171.8413889,230.8333333,0.74443923,0,0,,0,17,105.1666667,336,5%,31%
7/19/2019,Participant Transactions,2410,1107020,459.3443983,279.7436111,314.5833333,0.889251214,0,0,,0,36.5,168.9166667,535,7%,32%
7/19/2019,RAM,2329,2148625,922.5525977,371.5461111,417.25,0.890464017,0,0,,0,30.25,168,671.75,5%,25%
7/19/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,9.8,62.63333333,153.5,6%,41%
7/19/2019,RIS,2196,1392264,634,455.2036111,458.2166666,0.993424387,0,0,,1.283333333,74.25,277.2833333,800.8666667,9%,35%
7/19/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,9,37.58333333,242.9166667,628.5,6%,39%
7/19/2019,WISE,7744,4392578,567.2233988,1596.108333,1647.916666,0.968561315,0,0,,0,150,764.8333333,2364.666667,6%,32%
7/20/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/20/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,Client Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,Participant Transactions,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,RAM,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,RIS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/21/2019,WISE,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,0,0,0,#DIV/0!,#DIV/0!
7/22/2019,Client Transactions,2749,681353,247.8548563,173.5163889,239.8333334,0.723487375,0,0,,0,3.583333333,96.16666667,336,1%,29%
7/22/2019,Participant Transactions,3182,1571764,493.9547454,340.8841667,386.75,0.881407024,0,0,,0,53.5,142.25,531.5,10%,27%
7/22/2019,RAM,2489,2309329,927.8139815,408.0277778,421.4166667,0.968228858,0,0,,0,45.75,212.75,673.75,7%,32%
7/22/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,5.75,47,155.5,4%,30%
7/22/2019,RIS,2701,1706926,631.9607553,0,0,#DIV/0!,0,0,,0,64.75,285.9166667,781,8%,37%
7/22/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0.416666667,44,212.5833333,655,7%,32%
7/22/2019,WISE,9460,5276729,557.7937632,0,0,#DIV/0!,0,0,,0,248.4166667,596.25,2383,10%,25%
7/23/2019,Client Transactions,2117,636961,300.8790742,0,0,#DIV/0!,0,0,,0,17.58333333,146.4166667,336,5%,44%
7/23/2019,Participant Transactions,2900,1286231,443.527931,0,0,#DIV/0!,0,0,,0,52,179.9166667,516.5,10%,35%
7/23/2019,RAM,2001,1941595,970.3123438,0,0,#DIV/0!,0,0,,0,26,266,671.75,4%,40%
7/23/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,13.25,50.75,155.5,9%,33%
7/23/2019,RIS,2153,1398399,649.5118439,0,0,#DIV/0!,0,0,,0,28.91666667,295.6666667,795.5,4%,37%
7/23/2019,SCS,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,19.91666667,226.25,651.8333333,3%,35%
7/23/2019,WISE,7731,4281404,553.7969215,0,0,#DIV/0!,0,0,,0,177.9166667,707.1666667,2376.5,7%,30%
7/24/2019,Client Transactions,1909,785781,411.6191723,194.6933333,220.6666667,0.882296072,0,0,,0,0,96.58333333,336,0%,29%
7/24/2019,Participant Transactions,2385,1308319,548.5614256,314.9408333,354.6666666,0.887991071,0,0,,0,0,139.3333333,524,0%,27%
7/24/2019,RAM,1909,1575720,825.4164484,343.8838889,358.1166667,0.960256589,0,0,,0,35,259.6333333,669.75,5%,39%
7/24/2019,RCS PHONES,0,0,#DIV/0!,0,0,#DIV/0!,0,0,,0,1.25,44.75,142.5,1%,31%
7/24/2019,RIS,1971,1271295,645,352.8477778,352,1.00240846,0,0,,0,37.66666667,276.6666667,782,5%,35%
