campaign,actual_effective_date,original_submit_date,Month,status,volume,volume_per_day,aht,ot_hrs_per_wk,attrition_headcount,new_hire_headcount,service_level,business_days,total_staff_fte,online_production_fte
BRO,8/4/2017 0:00,8/4/2017 0:00,'2017-08,Implemented,9694,421.4782609,596,,1,,,23,29,16
BRO,8/4/2017 0:00,8/4/2017 0:00,'2017-09,Implemented,10626,531.3,602,,1,,,20,29,16
BRO,8/4/2017 0:00,8/4/2017 0:00,'2017-10,Implemented,11252,511.4545455,609,,1,,,22,29,17
BRO,8/4/2017 0:00,8/4/2017 0:00,'2017-11,Implemented,11265,536.4285714,596,,1,,,21,28,16
BRO,8/4/2017 0:00,8/4/2017 0:00,'2017-12,Implemented,12483,624.15,597,,1,,,20,27,15
BRO,10/2/2017 0:00,10/2/2017 0:00,'2017-10,Implemented,11252,511.4545455,609,,1,,,22,39,22
BRO,10/2/2017 0:00,10/2/2017 0:00,'2017-11,Implemented,11265,536.4285714,596,,1,,,21,38,21
BRO,10/2/2017 0:00,10/2/2017 0:00,'2017-12,Implemented,12483,624.15,597,,1,,,20,37,20
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-01,Implemented,9878,470.3809524,613,,1,,,21,36,23
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-02,Implemented,9768,514.1052632,597,,1,,,19,35,21
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-03,Implemented,11277,537,640,,1,,,21,34,20
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-04,Implemented,9650,459.5238095,605,,1,,,21,33,21
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-05,Implemented,8108,352.5217391,571,,1,,,23,32,19
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-06,Implemented,9208,438.4761905,569,,1,,,21,31,17
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-07,Implemented,9046,430.7619048,562,,1,,,21,30,17
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-08,Implemented,9577,416.3913043,598,,1,,,23,52,16
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-09,Implemented,9585,504.4736842,602,,1,,,19,93,15
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-10,Implemented,9353,406.6521739,609,,1,,,23,115,29
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-11,Implemented,10110,481.4285714,596,,1,,,21,134,50
BRO,10/2/2017 0:00,10/2/2017 0:00,'2018-12,Implemented,11758,587.9,603,,1,,,20,143,67
BRO,11/1/2017 0:00,11/1/2017 0:00,'2017-11,Implemented,10815,515,596,,0,,,21,38,24
BRO,11/1/2017 0:00,11/1/2017 0:00,'2017-12,Implemented,11983,599.15,597,,1,,,20,37,28
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-01,Implemented,9878,470.3809524,613,,1,,,21,36,22
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-02,Implemented,9768,514.1052632,597,,0,,,19,37,24
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-03,Implemented,11277,537,640,,1,,,21,36,27
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-04,Implemented,9650,459.5238095,605,,1,,,21,36,21
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-05,Implemented,8108,352.5217391,571,,0,,,23,37,16
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-06,Implemented,9208,438.4761905,569,,0,,,21,38,19
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-07,Implemented,9046,430.7619048,562,,1,,,21,38,19
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-08,Implemented,9577,416.3913043,598,,1,,,23,37,19
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-09,Implemented,9585,504.4736842,602,,1,,,19,37,23
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-10,Implemented,9353,406.6521739,609,,1,,,23,37,19
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-11,Implemented,10110,481.4285714,596,,1,,,21,38,22
BRO,11/1/2017 0:00,11/1/2017 0:00,'2018-12,Implemented,11758,587.9,603,,1,,,20,38,27
BRO,11/10/2017 0:00,11/10/2017 0:00,'2017-11,Implemented,10815,515,596,,1,,,21,38,22
BRO,11/10/2017 0:00,11/10/2017 0:00,'2017-12,Implemented,11983,599.15,597,,1,,,20,37,26
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-01,Implemented,9878,470.3809524,565,,1,,,21,36,19
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-02,Implemented,9768,514.1052632,565,,0,,,19,37,21
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-03,Implemented,11277,537,565,,1,,,21,36,22
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-04,Implemented,9650,459.5238095,565,,1,,,21,36,19
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-05,Implemented,8108,352.5217391,565,,0,,,23,37,14
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-06,Implemented,9208,438.4761905,565,,0,,,21,38,18
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,38,17
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-08,Implemented,9577,416.3913043,540,,1,,,23,37,16
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,37,20
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-10,Implemented,9353,406.6521739,540,,1,,,23,37,16
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,38,19
BRO,11/10/2017 0:00,11/10/2017 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,38,23
BRO,12/4/2017 0:00,12/4/2017 0:00,'2017-12,Implemented,11983,599.15,597,,1,,,20,38,26
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-01,Implemented,9878,470.3809524,565,,1,,,21,37,19
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-02,Implemented,9768,514.1052632,565,,0,,,19,38,21
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-03,Implemented,11277,537,565,,1,,,21,37,22
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-04,Implemented,9650,459.5238095,565,,1,,,21,37,19
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-05,Implemented,8108,352.5217391,565,,0,,,23,38,14
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-06,Implemented,9208,438.4761905,565,,0,,,21,39,18
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,39,17
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-08,Implemented,9577,416.3913043,540,,1,,,23,38,16
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,38,20
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-10,Implemented,9353,406.6521739,540,,1,,,23,38,16
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,39,19
BRO,12/4/2017 0:00,12/4/2017 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,39,23
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-01,Implemented,9878,470.3809524,565,,1,,,21,36,19
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-02,Implemented,9768,514.1052632,565,,1,,,19,35,20
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-03,Implemented,11277,537,565,,1,,,21,34,21
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-04,Implemented,9650,459.5238095,565,,0,,,21,34,18
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-05,Implemented,8108,352.5217391,565,,0,,,23,35,14
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-06,Implemented,9208,438.4761905,565,,0,,,21,35,17
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,35,16
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,35,16
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,35,19
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,36,15
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,36,18
BRO,1/1/2018 0:00,1/1/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,36,22
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-02,Implemented,9768,514.1052632,565,,1,,,19,35,18
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-03,Implemented,11277,537,565,,1,,,21,34,18
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-04,Implemented,9650,459.5238095,565,,0,,,21,34,16
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-05,Implemented,8108,352.5217391,565,,0,,,23,34,12
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-06,Implemented,9208,438.4761905,565,,0,,,21,34,15
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,34,14
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,34,14
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,34,17
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,34,13
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,34,16
BRO,2/5/2018 0:00,2/5/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,33,19
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-02,Implemented,9768,514.1052632,555,,1,,,19,36,17
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-03,Implemented,11277,537,550,,1,,,21,35,18
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-04,Implemented,9650,459.5238095,550,,0,,,21,35,15
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-05,Implemented,8108,352.5217391,550,,0,,,23,35,12
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-06,Implemented,9208,438.4761905,545,,0,,,21,35,14
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,35,14
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,35,13
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,35,16
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,35,13
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,35,16
BRO,2/22/2018 0:00,2/22/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,34,19
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-03,Implemented,11277,537,550,,1,,,21,35,18
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-04,Implemented,9650,459.5238095,550,,0,,,21,35,15
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-05,Implemented,8108,352.5217391,550,,0,,,23,35,12
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-06,Implemented,9208,438.4761905,545,,0,,,21,35,14
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,35,14
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,35,13
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,35,16
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,35,13
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,35,16
BRO,3/8/2018 0:00,3/8/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,35,19
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-04,Implemented,9650,459.5238095,550,,0,,,21,33,14
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-05,Implemented,8108,352.5217391,550,,0,,,23,33,11
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-06,Implemented,9208,438.4761905,545,,0,,,21,33,14
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,33,13
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,33,13
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,33,15
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,33,12
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,33,15
BRO,3/29/2018 0:00,3/29/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,32,18
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-05,Implemented,8108,352.5217391,550,,0,,,23,32,12
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-06,Implemented,9208,438.4761905,545,,0,,,21,32,15
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,32,15
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,32,14
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,32,17
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,32,14
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,32,16
BRO,5/3/2018 0:00,5/3/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,31,20
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-06,Implemented,9208,438.4761905,545,,0,,,21,32,19
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,1,,,21,31,18
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,0,,,23,31,18
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,1,,,19,30,21
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,0,,,23,30,17
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,1,,,21,30,20
BRO,6/1/2018 0:00,6/1/2018 0:00,'2018-12,Implemented,11758,587.9,540,,1,,,20,29,25
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-07,Implemented,9046,430.7619048,540,,2,,,21,31,19
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-08,Implemented,9577,416.3913043,540,,1,,,23,30,18
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-09,Implemented,9585,504.4736842,540,,2,,,19,30,22
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-10,Implemented,9353,406.6521739,540,,1,,,23,31,18
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-11,Implemented,10110,481.4285714,540,,2,,,21,32,21
BRO,7/5/2018 0:00,7/5/2018 0:00,'2018-12,Implemented,11758,587.9,540,,2,,,20,30,26
BRO,8/3/2018 0:00,8/3/2018 0:00,'2018-08,Implemented,9577,416.3913043,520,,4,,,23,28,12
BRO,8/3/2018 0:00,8/3/2018 0:00,'2018-09,Implemented,9585,504.4736842,520,,1,,,19,29,15
BRO,8/3/2018 0:00,8/3/2018 0:00,'2018-10,Implemented,9353,406.6521739,520,,1,,,23,28,12
BRO,8/3/2018 0:00,8/3/2018 0:00,'2018-11,Implemented,10110,481.4285714,520,,2,,,21,30,14
BRO,8/3/2018 0:00,8/3/2018 0:00,'2018-12,Implemented,11758,587.9,520,,1,,,20,29,17
BRO,9/6/2018 0:00,9/6/2018 0:00,'2018-09,Implemented,9585,504.4736842,520,,1,,,19,31,16
BRO,9/6/2018 0:00,9/6/2018 0:00,'2018-10,Implemented,9353,406.6521739,520,,1,,,23,30,13
BRO,9/6/2018 0:00,9/6/2018 0:00,'2018-11,Implemented,10110,481.4285714,520,,2,,,21,30,15
BRO,9/6/2018 0:00,9/6/2018 0:00,'2018-12,Implemented,11758,587.9,520,,1,,,20,29,18
BRO,11/1/2018 0:00,11/1/2018 0:00,'2018-11,Implemented,10110,481.4285714,520,,2,,,21,32,13
BRO,11/1/2018 0:00,11/1/2018 0:00,'2018-12,Implemented,11758,587.9,520,,1,,,20,31,16
BRO,11/8/2018 0:00,11/8/2018 0:00,'2018-11,Implemented,10110,481.4285714,520,,2,,,21,30,13
BRO,11/8/2018 0:00,11/8/2018 0:00,'2018-12,Implemented,11758,587.9,520,,1,,,20,29,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2018-12,Implemented,11758,587.9,520,,1,,,20,29,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-01,Implemented,11929,568.047619,521,,2,,,21,26,17
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-02,Implemented,10594,557.5789474,520,,1,,,19,27,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-03,Implemented,11470,546.1904762,506,,1,,,21,28,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-04,Implemented,9773,465.3809524,508,,0,,,21,27,14
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-05,Implemented,10318,469,497,,1,,,22,27,14
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-06,Implemented,10192,509.6,484,,1,,,20,29,14
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-07,Implemented,10239,465.4090909,520,,1,,,22,31,17
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-08,Implemented,10975,498.8636364,520,,1,,,22,30,16
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-09,Implemented,11015,550.75,520,,1,,,20,29,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-10,Implemented,10910,474.3478261,520,,0,,,23,30,15
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-11,Implemented,11621,581.05,520,,1,,,20,32,16
BRO,12/3/2018 0:00,12/3/2018 0:00,'2019-12,Implemented,13600,647.6190476,520,,1,0,0,21,32,18
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-01,Implemented,11929,568.047619,521,,2,,,21,28,18
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-02,Implemented,10594,557.5789474,520,,1,,,19,29,16
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-03,Implemented,11470,546.1904762,506,,1,,,21,30,17
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-04,Implemented,9773,465.3809524,508,,0,,,21,29,15
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-05,Implemented,10318,469,497,,1,,,22,29,15
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-06,Implemented,10192,509.6,484,,1,,,20,31,15
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-07,Implemented,10239,465.4090909,520,,1,,,22,33,18
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-08,Implemented,10975,498.8636364,520,,1,,,22,32,17
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-09,Implemented,11015,550.75,520,,1,,,20,31,16
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-10,Implemented,10910,474.3478261,520,,0,,,23,32,16
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-11,Implemented,11621,581.05,520,,1,,,20,34,18
BRO,12/27/2018 0:00,12/27/2018 0:00,'2019-12,Implemented,13600,647.6190476,520,,1,0,0,21,34,19
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-01,Implemented,11929,568.047619,521,,2,,,21,27,17
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-02,Implemented,10594,557.5789474,520,,1,,,19,28,15
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-03,Implemented,11470,546.1904762,506,,1,,,21,29,16
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-04,Implemented,9773,465.3809524,508,,0,,,21,28,15
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-05,Implemented,10318,469,497,,1,,,22,28,14
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-06,Implemented,10192,509.6,484,,1,,,20,30,15
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-07,Implemented,10239,465.4090909,520,,1,,,22,32,17
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-08,Implemented,10975,498.8636364,520,,1,,,22,31,16
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-09,Implemented,11015,550.75,520,,1,,,20,30,16
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-10,Implemented,10910,474.3478261,520,,0,,,23,31,16
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-11,Implemented,11621,581.05,520,,1,,,20,33,17
BRO,1/8/2019 0:00,1/8/2019 0:00,'2019-12,Implemented,13600,647.6190476,520,,1,0,0,21,33,19
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-02,Implemented,10594,557.5789474,520,,1,,,19,32,18
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-03,Implemented,11470,546.1904762,506,,1,,,21,33,18
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-04,Implemented,9773,465.3809524,508,,0,,,21,32,17
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-05,Implemented,10318,469,497,,1,,,22,32,16
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-06,Implemented,10192,509.6,484,,1,,,20,34,17
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-07,Implemented,10239,465.4090909,520,,1,,,22,36,20
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-08,Implemented,10975,498.8636364,520,,1,,,22,35,19
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-09,Implemented,11015,550.75,520,,1,,,20,34,18
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-10,Implemented,10910,474.3478261,520,,0,,,23,35,18
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-11,Implemented,11621,581.05,520,,1,,,20,37,19
BRO,2/4/2019 0:00,2/4/2019 0:00,'2019-12,Implemented,13600,647.6190476,520,,1,0,0,21,37,21
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-02,Implemented,10594,557.5789474,520,,1,,,19,31,18
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-03,Implemented,11470,546.1904762,506,,1,,,21,31,17
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-04,Implemented,9773,465.3809524,508,,0,,,21,30,16
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-05,Implemented,10318,469,497,,1,,,22,30,15
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-06,Implemented,10192,509.6,484,,1,,,20,31,16
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-07,Implemented,10239,465.4090909,520,,1,,,22,33,18
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-08,Implemented,10975,498.8636364,520,,1,,,22,32,17
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-09,Implemented,11015,550.75,520,,1,,,20,31,16
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-10,Implemented,10910,474.3478261,520,,0,,,23,32,16
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-11,Implemented,11621,581.05,520,,1,,,20,34,18
BRO,2/12/2019 0:00,2/12/2019 0:00,'2019-12,Implemented,13600,647.6190476,520,,1,0,0,21,34,19
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-04,Implemented,9284,442.0952381,622,,0,,,21,28,16
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-05,Implemented,9802,445.5454545,594,,1,,,22,28,15
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-06,Implemented,9683,484.15,584,,1,,,20,29,15
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-07,Implemented,9727,442.1363636,582,,1,,,22,30,17
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-08,Implemented,10975,498.8636364,622,,1,,,22,29,16
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-09,Implemented,11015,550.75,627,,1,,,20,28,16
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-10,Implemented,10910,474.3478261,623,,0,,,23,29,15
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-11,Implemented,11621,581.05,628,,1,,,20,31,17
BRO,4/8/2019 0:00,4/8/2019 0:00,'2019-12,Implemented,13600,647.6190476,641,,1,0,0,21,31,18
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-05,Implemented,8681,394.5909091,594,,0,,,22,27,15
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-06,Implemented,8626,431.3,584,,1,,,20,29,15
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-07,Implemented,9890,449.5454545,582,,1,,,22,30,17
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-08,Implemented,11936,542.5454545,622,,1,,,22,29,16
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-09,Implemented,12048,602.4,627,,1,,,20,28,16
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-10,Implemented,11781,512.2173913,623,,0,,,23,29,15
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-11,Implemented,11991,599.55,628,,1,,,20,31,17
BRO,5/7/2019 0:00,5/7/2019 0:00,'2019-12,Implemented,13862,660.0952381,641,,1,0,0,21,31,18
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-06,Implemented,8626,431.3,584,,1,,,20,29,15
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-07,Implemented,9890,449.5454545,582,,1,,,22,30,17
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-08,Implemented,11936,542.5454545,622,,1,,,22,29,16
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-09,Implemented,12048,602.4,627,,1,,,20,28,16
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-10,Implemented,11781,512.2173913,623,,0,,,23,29,15
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-11,Implemented,11991,599.55,628,,1,,,20,31,17
BRO,6/10/2019 0:00,6/10/2019 0:00,'2019-12,Implemented,13862,660.0952381,641,,1,0,0,21,31,18
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-07,Implemented,9890,449.5454545,582,,1,,,22,27,15
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-08,Implemented,11936,542.5454545,622,,1,,,22,26,14
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-09,Implemented,12048,602.4,627,,1,,,20,25,14
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-10,Implemented,11781,512.2173913,623,,0,,,23,26,14
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-11,Implemented,11991,599.55,628,,1,,,20,28,15
BRO,7/5/2019 0:00,7/5/2019 0:00,'2019-12,Implemented,13862,660.0952381,641,,1,0,0,21,28,16
BRO,8/6/2019 0:00,8/6/2019 0:00,'2019-08,Implemented,11936,542.5454545,622,,1,,,22,31,15
